Plant_Type,Soil_Moisture,Temperature,Humidity,Light_Lux,Status
Lidah Buaya,59.8,21.42,46.86,8590.81,NORMAL
Kacang Hijau,74.6,17.94,76.04,29168.44,COLD
Lidah Buaya,21.89,27.49,65.89,38048.68,NORMAL
Kacang Hijau,61.71,25.77,36.25,35338.86,SQUINT
Lidah Buaya,50.07,39.54,41.93,19185.77,HOT
Bayam,17.71,25.65,64.16,28026.11,THIRSTY
Sirih Gading,55.42,16.23,35.33,38101.64,COLD
Kacang Hijau,0.55,20.17,63.4,383.2,THIRSTY
Bayam,41.67,27.75,76.29,37193.26,SQUINT
Lidah Buaya,17.34,25.08,89.67,7274.13,NORMAL
Sirih Gading,86.44,31.39,26.74,15468.43,SQUINT
Sirih Gading,50.39,17.57,81.47,35438.28,COLD
Bayam,50.1,38.45,10.0,18748.23,HOT
Sirih Gading,28.54,39.61,44.73,29290.42,HOT
Sirih Gading,64.47,39.92,50.18,17764.48,HOT
Kacang Hijau,45.93,26.78,74.85,17889.91,NORMAL
Kacang Hijau,25.09,25.31,84.97,6022.37,THIRSTY
Sirih Gading,72.07,16.45,58.88,27740.34,COLD
Sirih Gading,3.04,20.27,86.0,42190.64,THIRSTY
Sirih Gading,50.31,29.45,80.38,4145.73,NORMAL
Lidah Buaya,92.32,15.77,71.46,29818.99,COLD
Kacang Hijau,38.21,29.91,69.64,6613.44,NORMAL
Bayam,18.15,37.32,71.4,6019.15,HOT
Sirih Gading,75.65,29.21,39.14,12868.27,NORMAL
Bayam,95.83,24.28,26.36,21750.6,SICK
Bayam,93.63,27.59,78.7,40368.55,SQUINT
Sirih Gading,17.98,35.54,43.01,23387.91,HOT
Bayam,83.58,26.8,53.29,36927.97,SQUINT
Lidah Buaya,52.52,29.66,61.96,41736.9,NORMAL
Bayam,40.43,18.73,95.0,43766.45,SQUINT
Sirih Gading,41.84,24.08,80.51,22042.76,SQUINT
Kacang Hijau,69.2,16.26,36.81,22896.45,COLD
Sirih Gading,62.31,33.0,15.08,17803.36,SQUINT
Lidah Buaya,46.15,39.38,43.37,15263.22,HOT
Kacang Hijau,71.9,22.22,49.07,14856.09,NORMAL
Kacang Hijau,27.79,33.77,13.94,13815.96,THIRSTY
Sirih Gading,15.74,19.97,63.13,33548.74,THIRSTY
Sirih Gading,8.46,31.01,29.14,5963.58,THIRSTY
Kacang Hijau,21.77,32.72,10.0,33084.21,THIRSTY
Sirih Gading,30.28,33.15,16.26,26623.55,SQUINT
Kacang Hijau,12.04,33.56,18.91,3380.24,THIRSTY
Sirih Gading,22.52,32.32,78.13,33115.9,SQUINT
Kacang Hijau,55.96,30.45,60.99,488.54,GLOOMY
Kacang Hijau,60.34,20.68,31.6,33410.64,SQUINT
Bayam,36.11,39.39,11.19,37643.47,HOT
Bayam,64.21,30.01,80.88,1539.33,NORMAL
Lidah Buaya,97.58,23.87,83.82,27892.69,SICK
Sirih Gading,0.93,38.69,29.11,22119.69,HOT
Kacang Hijau,29.5,15.29,64.1,24300.02,COLD
Sirih Gading,89.38,30.08,16.39,26490.45,SQUINT
Sirih Gading,53.77,21.62,56.47,33181.24,SQUINT
Kacang Hijau,96.11,39.6,18.29,19474.09,HOT
Kacang Hijau,51.13,36.68,66.41,25075.81,HOT
Lidah Buaya,85.76,24.03,39.69,18732.65,SICK
Bayam,81.75,39.49,30.78,25389.21,HOT
Kacang Hijau,76.1,34.5,13.24,27063.33,SQUINT
Kacang Hijau,59.17,30.18,56.43,35131.69,SQUINT
Bayam,47.31,17.78,45.67,48430.69,COLD
Sirih Gading,64.85,35.13,30.7,36269.48,HOT
Kacang Hijau,35.88,31.63,46.67,43860.03,SQUINT
Kacang Hijau,57.13,38.18,68.13,7150.06,HOT
Sirih Gading,83.75,16.87,39.62,11991.0,COLD
Kacang Hijau,92.71,16.4,67.27,5269.66,COLD
Kacang Hijau,20.23,19.08,41.79,19335.35,THIRSTY
Lidah Buaya,2.2,25.3,31.47,10594.33,THIRSTY
Kacang Hijau,67.76,16.02,74.83,829.39,COLD
Kacang Hijau,85.8,33.7,63.41,49881.41,SQUINT
Sirih Gading,94.76,25.68,28.0,23758.54,SICK
Bayam,60.51,25.64,71.93,34431.46,NORMAL
Bayam,16.01,21.67,92.69,39366.29,THIRSTY
Bayam,16.97,27.27,31.77,7.89,THIRSTY
Lidah Buaya,34.84,39.38,66.08,49563.32,HOT
Kacang Hijau,63.18,38.77,39.49,22422.28,HOT
Kacang Hijau,37.78,29.61,80.93,3101.84,NORMAL
Sirih Gading,16.91,18.37,64.67,6306.79,THIRSTY
Lidah Buaya,13.0,39.74,10.0,6516.21,HOT
Lidah Buaya,43.45,23.85,91.5,1223.24,GLOOMY
Sirih Gading,66.29,27.87,27.64,42626.94,SQUINT
Kacang Hijau,61.86,32.44,56.45,37635.83,SQUINT
Bayam,2.5,20.16,95.0,39289.11,THIRSTY
Lidah Buaya,29.61,23.45,30.9,44321.8,NORMAL
Kacang Hijau,60.05,36.85,44.05,33251.83,HOT
Kacang Hijau,69.42,21.98,69.53,25632.74,SQUINT
Lidah Buaya,36.18,19.37,79.76,9318.26,NORMAL
Sirih Gading,15.94,24.17,64.59,48401.11,THIRSTY
Lidah Buaya,16.29,24.36,80.37,13544.3,NORMAL
Bayam,99.77,28.31,77.94,37669.41,SICK
Bayam,9.57,27.28,58.53,19145.82,THIRSTY
Sirih Gading,16.55,19.55,58.31,35330.21,THIRSTY
Bayam,2.14,29.53,80.31,36932.63,THIRSTY
Kacang Hijau,25.22,28.13,64.82,22336.32,THIRSTY
Bayam,23.21,34.1,49.7,47.15,THIRSTY
Kacang Hijau,91.45,17.32,83.91,21701.05,COLD
Bayam,72.88,29.52,47.08,22068.0,NORMAL
Kacang Hijau,78.04,37.46,56.13,22899.79,HOT
Lidah Buaya,69.43,40.0,42.6,24572.71,HOT
Sirih Gading,57.72,31.93,29.87,3294.61,NORMAL
Lidah Buaya,97.81,17.3,71.83,41147.52,COLD
Kacang Hijau,79.78,35.2,58.07,21779.17,HOT
Lidah Buaya,72.62,39.95,27.75,34669.85,HOT
Lidah Buaya,22.63,34.46,59.71,48769.92,SQUINT
Kacang Hijau,93.28,31.72,65.82,1006.89,SICK
Bayam,35.81,35.79,45.22,44711.4,HOT
Sirih Gading,25.05,21.03,40.53,40295.29,SQUINT
Lidah Buaya,24.29,23.57,45.01,30443.35,NORMAL
Bayam,80.59,37.28,43.14,21371.55,HOT
Kacang Hijau,6.36,36.39,39.41,41568.68,HOT
Lidah Buaya,6.31,34.31,70.9,31387.85,NORMAL
Sirih Gading,70.7,28.85,53.34,8874.09,NORMAL
Kacang Hijau,35.47,39.94,29.21,20035.21,HOT
Kacang Hijau,24.03,30.18,39.44,4748.26,THIRSTY
Sirih Gading,78.58,35.08,35.11,23122.84,HOT
Kacang Hijau,59.74,38.8,50.95,44044.76,HOT
Sirih Gading,36.01,16.65,95.0,23893.37,COLD
Lidah Buaya,64.97,30.92,21.0,9567.24,NORMAL
Lidah Buaya,88.83,32.47,15.1,45474.95,SICK
Kacang Hijau,96.82,36.61,35.71,9276.28,HOT
Kacang Hijau,8.7,31.38,48.99,20422.66,THIRSTY
Bayam,25.48,31.8,77.75,24289.21,THIRSTY
Lidah Buaya,4.55,26.48,85.95,47548.41,THIRSTY
Sirih Gading,13.61,33.58,57.76,41803.95,THIRSTY
Lidah Buaya,42.44,17.06,54.9,27132.96,COLD
Lidah Buaya,83.32,17.16,83.23,45176.56,COLD
Sirih Gading,60.6,29.88,19.0,4481.59,NORMAL
Sirih Gading,67.71,38.58,36.04,38925.79,HOT
Lidah Buaya,29.23,37.47,13.7,27566.88,HOT
Bayam,12.79,16.65,47.63,15620.29,COLD
Kacang Hijau,23.76,31.8,63.11,36410.82,THIRSTY
Lidah Buaya,75.49,24.89,79.93,25857.8,NORMAL
Bayam,81.45,35.74,62.45,32254.13,HOT
Sirih Gading,86.97,15.99,75.35,44541.61,COLD
Sirih Gading,83.24,37.27,41.45,49581.22,HOT
Lidah Buaya,73.3,34.65,24.4,30512.92,NORMAL
Bayam,4.92,18.44,95.0,22057.18,THIRSTY
Kacang Hijau,76.37,16.49,75.07,26170.07,COLD
Lidah Buaya,54.61,35.31,43.86,47890.66,HOT
Lidah Buaya,46.34,23.37,69.91,21882.62,NORMAL
Lidah Buaya,58.45,29.14,34.61,21982.12,NORMAL
Lidah Buaya,71.49,28.06,19.15,27164.67,NORMAL
Lidah Buaya,38.15,20.5,50.38,48646.74,SQUINT
Bayam,96.55,15.75,41.24,47043.18,COLD
Kacang Hijau,8.02,33.78,11.8,17738.56,THIRSTY
Kacang Hijau,92.1,32.86,40.53,34729.77,SICK
Kacang Hijau,1.92,25.4,53.09,12990.66,THIRSTY
Sirih Gading,11.24,31.28,70.52,17386.89,THIRSTY
Sirih Gading,95.31,31.67,40.47,35962.26,SICK
Sirih Gading,24.02,16.62,65.17,23490.22,COLD
Kacang Hijau,5.06,24.37,59.44,21306.06,THIRSTY
Bayam,17.08,17.71,86.35,1835.4,COLD
Lidah Buaya,23.4,23.96,67.29,9183.08,NORMAL
Lidah Buaya,74.19,36.85,53.47,49827.84,HOT
Lidah Buaya,55.66,21.9,37.25,42138.27,NORMAL
Sirih Gading,73.88,29.0,69.28,31260.58,SQUINT
Lidah Buaya,41.95,15.23,50.76,6070.79,COLD
Sirih Gading,1.94,37.71,55.62,16350.34,HOT
Lidah Buaya,92.81,20.88,56.33,26089.24,SICK
Bayam,79.79,19.68,62.22,28448.5,NORMAL
Sirih Gading,79.44,21.14,33.44,4948.43,NORMAL
Bayam,37.24,26.83,85.25,18578.66,THIRSTY
Lidah Buaya,89.47,20.61,73.75,1645.93,SICK
Lidah Buaya,55.18,17.68,51.47,3200.0,COLD
Kacang Hijau,74.32,22.43,44.85,2407.14,NORMAL
Sirih Gading,31.18,32.16,10.55,31891.11,SQUINT
Sirih Gading,51.84,18.93,95.0,3644.92,NORMAL
Lidah Buaya,93.64,39.88,10.0,14472.46,HOT
Lidah Buaya,75.36,34.48,22.23,43268.72,NORMAL
Kacang Hijau,75.39,31.55,62.76,28894.56,SQUINT
Lidah Buaya,69.2,37.07,23.41,37647.43,HOT
Lidah Buaya,75.16,34.01,33.72,19338.51,NORMAL
Lidah Buaya,95.28,16.58,74.17,13104.69,COLD
Sirih Gading,35.35,28.11,71.76,32110.48,SQUINT
Sirih Gading,29.64,35.27,10.0,14006.71,HOT
Lidah Buaya,71.75,28.62,48.97,15826.89,NORMAL
Bayam,1.83,22.07,71.54,37784.09,THIRSTY
Sirih Gading,63.06,31.55,42.72,22479.95,SQUINT
Sirih Gading,88.97,27.84,61.29,22021.73,SQUINT
Sirih Gading,16.97,20.38,45.96,35923.01,THIRSTY
Lidah Buaya,64.36,33.65,53.97,12185.86,NORMAL
Lidah Buaya,74.64,37.71,31.83,46512.72,HOT
Bayam,86.98,25.35,37.23,21601.24,NORMAL
Sirih Gading,72.85,32.55,59.13,2.64,GLOOMY
Bayam,11.96,27.65,43.93,20835.43,THIRSTY
Lidah Buaya,26.86,26.15,40.12,21570.29,NORMAL
Bayam,14.52,38.83,58.78,1489.04,HOT
Sirih Gading,3.78,20.74,40.36,32168.49,THIRSTY
Kacang Hijau,4.6,15.36,42.59,2036.44,COLD
Lidah Buaya,13.64,37.18,10.0,4120.22,HOT
Bayam,56.53,32.36,16.79,12434.59,NORMAL
Sirih Gading,97.49,19.81,49.45,20555.67,SICK
Lidah Buaya,35.41,26.49,37.85,1445.59,GLOOMY
Lidah Buaya,3.54,25.55,85.7,37295.85,THIRSTY
Bayam,77.42,24.61,72.27,30351.43,NORMAL
Lidah Buaya,56.36,32.02,48.15,36784.88,NORMAL
Lidah Buaya,59.21,20.98,51.87,17537.66,NORMAL
Bayam,78.39,25.67,87.73,44860.21,SQUINT
Sirih Gading,48.53,34.57,36.63,38895.47,SQUINT
Lidah Buaya,62.25,23.76,75.9,23799.15,NORMAL
Lidah Buaya,3.38,33.02,71.25,22375.03,THIRSTY
Lidah Buaya,60.69,16.61,51.43,6154.39,COLD
Lidah Buaya,10.24,23.35,60.75,32134.72,NORMAL
Kacang Hijau,64.48,33.46,29.4,19756.55,NORMAL
Lidah Buaya,35.88,34.39,71.04,40279.21,NORMAL
Bayam,33.14,38.26,30.09,48862.08,HOT
Bayam,64.69,23.17,53.71,24706.29,NORMAL
Bayam,42.07,37.33,13.54,41642.15,HOT
Lidah Buaya,78.98,38.19,44.24,8581.75,HOT
Bayam,32.14,20.04,87.92,49478.24,THIRSTY
Lidah Buaya,70.56,31.93,52.86,41441.11,NORMAL
Lidah Buaya,33.97,21.43,77.93,21407.47,NORMAL
Bayam,64.9,21.66,49.15,44140.59,SQUINT
Lidah Buaya,61.8,31.11,36.86,28772.05,NORMAL
Bayam,74.91,25.99,22.75,28258.66,NORMAL
Kacang Hijau,76.55,25.92,69.68,7945.41,NORMAL
Lidah Buaya,80.45,20.17,81.81,41107.24,SICK
Sirih Gading,98.41,26.2,46.58,14612.45,SICK
Kacang Hijau,96.99,29.85,39.38,42105.95,SICK
Kacang Hijau,98.12,16.25,92.18,39657.14,COLD
Sirih Gading,34.52,15.9,95.0,5324.09,COLD
Sirih Gading,65.37,17.13,77.31,47811.06,COLD
Lidah Buaya,80.43,23.94,21.66,44466.88,SICK
Sirih Gading,39.83,36.77,38.24,24858.36,HOT
Kacang Hijau,57.39,16.55,37.65,28300.92,COLD
Sirih Gading,14.28,39.16,30.41,19471.73,HOT
Lidah Buaya,64.32,37.1,37.46,19711.89,HOT
Kacang Hijau,10.26,38.53,61.05,19636.54,HOT
Lidah Buaya,35.9,15.3,78.66,5259.41,COLD
Kacang Hijau,69.71,27.51,64.6,32431.95,SQUINT
Kacang Hijau,45.82,19.65,84.21,24148.44,NORMAL
Lidah Buaya,0.41,15.1,48.01,35991.92,COLD
Lidah Buaya,31.86,26.21,60.95,38620.39,NORMAL
Sirih Gading,9.68,24.46,73.29,23802.84,THIRSTY
Bayam,83.06,30.22,22.86,17772.47,NORMAL
Sirih Gading,15.63,30.46,19.73,21851.69,THIRSTY
Bayam,9.5,21.44,77.96,16038.22,THIRSTY
Lidah Buaya,87.39,18.85,60.94,28527.64,SICK
Lidah Buaya,66.15,33.24,49.79,44940.55,NORMAL
Bayam,78.67,32.9,32.26,16946.81,NORMAL
Sirih Gading,42.17,36.1,21.72,1996.13,HOT
Bayam,46.83,33.73,20.63,43091.41,SQUINT
Lidah Buaya,58.74,27.77,21.38,1566.87,GLOOMY
Bayam,57.83,28.02,49.59,34461.49,NORMAL
Kacang Hijau,0.09,18.09,44.79,1963.25,THIRSTY
Lidah Buaya,25.14,23.63,23.29,15466.34,NORMAL
Bayam,50.24,26.2,39.85,16933.98,NORMAL
Bayam,78.24,30.45,44.03,15462.81,NORMAL
Bayam,43.54,22.41,35.03,20094.94,NORMAL
Kacang Hijau,43.17,29.67,65.17,6379.02,NORMAL
Lidah Buaya,21.59,23.05,70.97,35469.54,NORMAL
Sirih Gading,32.81,19.21,30.81,45409.48,SQUINT
Kacang Hijau,43.91,24.81,77.45,18847.22,NORMAL
Kacang Hijau,30.56,23.17,33.16,43832.54,SQUINT
Bayam,57.92,35.47,18.31,23331.72,HOT
Bayam,33.37,34.3,68.93,49601.92,THIRSTY
Bayam,48.64,31.07,71.17,6722.85,NORMAL
Sirih Gading,27.09,21.77,44.83,42770.41,SQUINT
Sirih Gading,59.09,16.64,71.0,32636.41,COLD
Kacang Hijau,25.45,32.8,33.26,644.87,THIRSTY
Kacang Hijau,32.3,15.97,80.22,44895.96,COLD
Sirih Gading,32.67,29.32,70.89,17480.72,SQUINT
Lidah Buaya,92.92,35.72,45.63,22263.96,HOT
Sirih Gading,21.03,38.36,10.0,28294.43,HOT
Lidah Buaya,92.19,23.91,56.01,24026.57,SICK
Lidah Buaya,13.52,32.31,41.19,15740.04,NORMAL
Bayam,45.3,34.91,35.36,25644.13,NORMAL
Kacang Hijau,87.98,33.0,28.1,2461.05,NORMAL
Lidah Buaya,96.36,39.27,43.09,7908.49,HOT
Lidah Buaya,50.55,30.24,59.86,34711.59,NORMAL
Sirih Gading,59.93,38.64,30.54,23816.91,HOT
Sirih Gading,47.7,25.82,56.26,19460.43,SQUINT
Kacang Hijau,49.21,18.68,94.35,12912.22,NORMAL
Kacang Hijau,15.2,30.49,57.28,3067.48,THIRSTY
Kacang Hijau,60.58,23.9,90.7,11861.34,NORMAL
Lidah Buaya,26.6,39.29,64.61,11316.91,HOT
Kacang Hijau,37.12,22.97,63.8,30053.71,SQUINT
Sirih Gading,5.63,23.17,66.38,1194.21,THIRSTY
Kacang Hijau,99.25,23.75,76.65,12033.53,SICK
Lidah Buaya,44.53,29.89,63.4,3018.29,NORMAL
Kacang Hijau,19.97,26.4,72.86,25711.72,THIRSTY
Bayam,30.75,23.06,53.57,49246.89,THIRSTY
Sirih Gading,96.88,29.88,50.42,24210.66,SICK
Bayam,7.42,23.4,31.8,49608.59,THIRSTY
Lidah Buaya,70.89,20.43,85.02,48139.33,SQUINT
Kacang Hijau,29.73,37.15,64.47,11499.69,HOT
Bayam,23.56,27.6,75.53,46758.1,THIRSTY
Bayam,66.89,21.66,67.25,32751.23,NORMAL
Bayam,67.02,30.03,79.71,8758.74,NORMAL
Lidah Buaya,44.97,36.4,66.56,14021.49,HOT
Bayam,90.87,39.12,39.51,40425.66,HOT
Kacang Hijau,17.34,19.66,47.96,44838.27,THIRSTY
Sirih Gading,47.59,24.6,72.18,6129.16,NORMAL
Bayam,65.92,36.95,64.74,17239.35,HOT
Sirih Gading,49.04,38.25,34.0,5987.34,HOT
Kacang Hijau,16.99,22.42,29.28,6347.22,THIRSTY
Lidah Buaya,82.22,21.57,65.45,38932.61,SICK
Bayam,39.28,36.41,24.59,17827.81,HOT
Kacang Hijau,2.21,33.96,10.0,16180.51,THIRSTY
Lidah Buaya,27.54,15.89,95.0,809.23,COLD
Bayam,51.89,27.45,48.35,6995.95,NORMAL
Sirih Gading,62.38,16.9,81.03,9450.86,COLD
Lidah Buaya,48.85,15.41,46.57,41132.67,COLD
Lidah Buaya,48.99,22.53,31.38,18934.53,NORMAL
Kacang Hijau,7.27,26.88,81.75,14030.04,THIRSTY
Lidah Buaya,2.9,17.5,79.68,30887.03,COLD
Sirih Gading,53.42,23.02,40.62,41190.09,SQUINT
Sirih Gading,96.04,31.13,11.99,2229.4,SICK
Sirih Gading,6.64,22.58,49.01,49467.48,THIRSTY
Kacang Hijau,39.7,28.85,35.62,22360.13,NORMAL
Kacang Hijau,74.74,21.17,59.64,23690.49,NORMAL
Kacang Hijau,10.55,28.47,49.65,32839.01,THIRSTY
Kacang Hijau,70.69,15.14,91.88,36450.36,COLD
Kacang Hijau,5.7,22.66,81.07,20930.36,THIRSTY
Sirih Gading,81.27,27.62,28.41,27088.02,SQUINT
Sirih Gading,93.48,19.85,65.28,41747.84,SICK
Kacang Hijau,55.51,35.0,19.28,36653.56,HOT
Lidah Buaya,61.14,21.35,41.58,26141.38,NORMAL
Bayam,82.79,24.3,80.34,19141.21,NORMAL
Bayam,63.5,39.79,66.64,22143.53,HOT
Bayam,72.74,39.2,32.16,18535.53,HOT
Kacang Hijau,57.01,38.4,48.62,4858.82,HOT
Kacang Hijau,2.37,19.08,45.25,41747.36,THIRSTY
Lidah Buaya,30.06,27.45,54.28,33362.98,NORMAL
Sirih Gading,81.91,38.83,35.43,27356.38,HOT
Kacang Hijau,33.73,20.87,83.52,41376.18,SQUINT
Kacang Hijau,30.13,15.31,67.35,29917.87,COLD
Lidah Buaya,2.02,33.41,13.5,35964.39,THIRSTY
Lidah Buaya,5.68,25.9,87.63,35891.49,NORMAL
Kacang Hijau,11.61,22.23,87.16,47795.94,THIRSTY
Bayam,93.92,31.69,69.79,28999.17,NORMAL
Bayam,79.33,34.02,38.16,38451.16,SQUINT
Bayam,27.57,24.79,61.56,8761.21,THIRSTY
Lidah Buaya,28.46,34.39,42.66,40472.2,NORMAL
Sirih Gading,11.69,18.26,51.76,49292.92,THIRSTY
Lidah Buaya,78.71,38.91,53.51,31186.1,HOT
Sirih Gading,94.34,36.89,58.26,4924.73,HOT
Lidah Buaya,23.75,21.48,63.51,33956.39,NORMAL
Kacang Hijau,35.16,16.51,95.0,5071.04,COLD
Sirih Gading,25.86,17.26,95.0,16860.62,COLD
Bayam,75.0,29.39,54.25,25494.5,NORMAL
Bayam,71.77,22.48,48.93,30565.28,NORMAL
Kacang Hijau,45.4,25.17,42.72,38122.35,SQUINT
Sirih Gading,38.31,30.14,60.72,43454.95,SQUINT
Bayam,9.42,17.56,74.04,37714.12,COLD
Sirih Gading,85.62,25.45,79.06,4961.88,NORMAL
Lidah Buaya,77.59,31.17,71.61,31504.69,NORMAL
Bayam,39.87,15.87,66.51,6844.02,COLD
Kacang Hijau,63.59,21.88,35.61,29965.11,SQUINT
Lidah Buaya,25.22,24.27,33.18,43879.92,NORMAL
Sirih Gading,85.94,18.66,42.74,12812.75,NORMAL
Lidah Buaya,65.23,23.03,41.53,27950.54,NORMAL
Bayam,61.29,33.8,38.28,34414.23,NORMAL
Bayam,50.33,30.61,28.22,46310.71,SQUINT
Kacang Hijau,6.54,23.5,72.99,15764.52,THIRSTY
Sirih Gading,19.04,34.96,54.56,18336.1,THIRSTY
Bayam,96.54,38.61,10.0,7463.09,HOT
Kacang Hijau,73.91,38.68,61.42,13873.23,HOT
Sirih Gading,2.83,30.44,56.95,41426.51,THIRSTY
Lidah Buaya,88.23,34.35,37.74,7395.56,SICK
Bayam,13.13,25.21,38.86,40958.23,THIRSTY
Sirih Gading,12.61,28.82,22.31,26476.68,THIRSTY
Sirih Gading,77.08,21.21,46.97,16361.06,SQUINT
Kacang Hijau,71.3,15.11,46.52,33319.27,COLD
Sirih Gading,69.26,35.11,10.0,28594.88,HOT
Kacang Hijau,72.34,24.32,39.21,24793.79,NORMAL
Bayam,36.42,33.91,49.37,10496.59,THIRSTY
Sirih Gading,78.4,25.97,73.29,22663.09,SQUINT
Kacang Hijau,7.22,19.99,75.13,1532.63,THIRSTY
Sirih Gading,20.91,18.7,95.0,6517.66,NORMAL
Lidah Buaya,8.75,28.19,51.24,32792.45,NORMAL
Kacang Hijau,27.2,22.4,23.98,10894.57,THIRSTY
Lidah Buaya,50.73,31.07,28.36,6477.69,NORMAL
Bayam,53.22,18.55,29.94,5357.83,NORMAL
Bayam,79.56,33.1,71.24,29191.66,NORMAL
Kacang Hijau,67.77,32.63,60.5,12615.74,NORMAL
Kacang Hijau,13.66,30.19,32.88,32581.99,THIRSTY
Bayam,60.36,35.52,35.81,44776.01,HOT
Lidah Buaya,69.7,35.79,46.87,14721.54,HOT
Kacang Hijau,6.25,36.17,65.75,44173.24,HOT
Kacang Hijau,11.36,30.45,36.89,33578.66,THIRSTY
Sirih Gading,33.74,29.9,18.92,4485.05,NORMAL
Sirih Gading,84.82,28.39,42.5,24649.14,SQUINT
Sirih Gading,38.94,21.21,94.85,36630.63,SQUINT
Bayam,80.44,20.66,82.02,10354.24,NORMAL
Lidah Buaya,34.5,21.97,61.13,5240.2,NORMAL
Bayam,70.93,38.84,10.0,26605.56,HOT
Sirih Gading,61.52,28.18,17.91,41402.16,SQUINT
Sirih Gading,51.4,15.37,52.96,28657.46,COLD
Kacang Hijau,23.61,39.25,30.4,3674.84,HOT
Lidah Buaya,60.16,36.88,59.42,37659.39,HOT
Sirih Gading,27.04,39.05,62.02,40177.09,HOT
Sirih Gading,91.82,37.1,16.34,40759.01,HOT
Lidah Buaya,29.75,17.62,95.0,4205.08,COLD
Sirih Gading,32.91,16.49,94.96,15729.38,COLD
Lidah Buaya,84.1,30.62,64.6,38090.65,SICK
Lidah Buaya,68.5,30.73,66.16,33576.68,NORMAL
Sirih Gading,26.52,39.98,12.32,33142.99,HOT
Lidah Buaya,59.14,17.67,69.5,1449.35,COLD
Lidah Buaya,23.81,37.25,66.59,21192.89,HOT
Kacang Hijau,39.76,25.49,63.96,13710.76,NORMAL
Bayam,0.57,36.05,19.52,32565.99,HOT
Lidah Buaya,82.7,32.19,11.62,14231.5,SICK
Kacang Hijau,13.98,29.36,72.39,39763.37,THIRSTY
Sirih Gading,12.7,31.6,27.95,2926.83,THIRSTY
Bayam,49.05,29.97,29.45,3705.96,NORMAL
Lidah Buaya,3.93,24.31,76.33,21588.38,THIRSTY
Bayam,52.79,21.63,46.75,10796.28,NORMAL
Lidah Buaya,83.3,27.51,54.42,26881.23,SICK
Lidah Buaya,6.5,24.66,34.83,3974.59,NORMAL
Kacang Hijau,31.17,21.47,71.67,26003.4,SQUINT
Sirih Gading,32.93,32.67,74.35,2110.02,NORMAL
Kacang Hijau,93.44,25.6,70.65,46278.43,SICK
Lidah Buaya,41.14,15.72,77.11,46091.73,COLD
Lidah Buaya,10.3,26.44,62.83,45223.19,NORMAL
Sirih Gading,27.99,39.47,59.91,5297.8,HOT
Bayam,8.13,34.73,14.51,1042.26,THIRSTY
Lidah Buaya,70.35,28.4,61.18,6837.75,NORMAL
Sirih Gading,65.71,35.42,10.0,18254.7,HOT
Sirih Gading,7.7,26.23,50.31,33538.25,THIRSTY
Sirih Gading,31.57,23.42,63.35,4346.98,NORMAL
Lidah Buaya,77.51,36.16,35.11,9651.94,HOT
Lidah Buaya,32.78,38.17,23.61,20032.75,HOT
Sirih Gading,22.81,29.3,31.31,576.3,NORMAL
Lidah Buaya,97.64,25.64,29.82,12102.0,SICK
Sirih Gading,48.06,23.41,38.8,27591.44,SQUINT
Sirih Gading,90.67,25.76,41.28,9562.11,SICK
Kacang Hijau,28.59,37.17,46.95,40797.35,HOT
Kacang Hijau,83.61,33.09,45.37,41069.42,SQUINT
Bayam,47.38,30.22,41.0,20726.04,NORMAL
Kacang Hijau,75.98,23.2,48.75,16941.17,NORMAL
Lidah Buaya,7.48,15.47,61.71,23757.36,COLD
Bayam,47.43,28.84,57.37,19583.33,NORMAL
Kacang Hijau,73.74,18.75,52.1,23800.91,NORMAL
Kacang Hijau,80.64,16.56,68.54,22961.99,COLD
Lidah Buaya,16.7,36.96,15.77,28778.86,HOT
Sirih Gading,45.05,21.61,61.44,582.24,NORMAL
Kacang Hijau,13.84,27.64,51.59,49136.98,THIRSTY
Bayam,10.66,18.3,64.74,17279.04,THIRSTY
Bayam,20.15,32.94,61.48,11709.72,THIRSTY
Kacang Hijau,63.64,19.19,36.04,35323.79,SQUINT
Lidah Buaya,33.67,32.12,41.98,30957.58,NORMAL
Sirih Gading,77.4,23.34,44.64,2603.62,NORMAL
Sirih Gading,87.24,31.21,22.76,30655.81,SQUINT
Lidah Buaya,98.25,23.03,52.58,7835.22,SICK
Kacang Hijau,30.64,15.28,89.69,2012.9,COLD
Bayam,67.58,33.3,10.55,20734.51,NORMAL
Lidah Buaya,74.64,23.89,80.62,49607.57,SQUINT
Lidah Buaya,82.06,15.35,65.19,39003.05,COLD
Bayam,37.08,38.19,10.0,35447.71,HOT
Lidah Buaya,3.05,18.51,52.52,1038.39,THIRSTY
Lidah Buaya,58.4,15.03,54.73,29772.5,COLD
Sirih Gading,38.61,26.42,51.12,48335.31,SQUINT
Lidah Buaya,87.15,23.46,37.59,45106.69,SICK
Sirih Gading,51.62,19.04,92.35,7687.47,NORMAL
Bayam,61.31,22.24,70.52,26550.16,NORMAL
Lidah Buaya,31.41,15.83,68.95,9024.15,COLD
Bayam,88.2,26.76,20.71,22219.69,NORMAL
Bayam,63.49,35.08,34.75,42814.97,HOT
Bayam,69.63,28.97,18.11,2641.23,NORMAL
Bayam,32.36,34.52,64.55,41932.86,THIRSTY
Bayam,4.0,28.72,14.66,10042.56,THIRSTY
Kacang Hijau,54.14,24.64,44.37,7707.25,NORMAL
Kacang Hijau,99.79,38.48,55.7,17535.59,HOT
